Consumer,Producer,Consumerrating,Producerrating,TAG
112,100,0.9702944368690501,0.24195708671592953,G
110,100,0.5835566695232047,0.05991538970088506,G
111,100,0.4033431189824255,0.9551915125173647,G
115,100,0.6756809190448556,0.27451218052716675,G
110,100,0.8309154243172906,0.6587552465422545,G
113,100,0.40107952306994643,0.9662162652133067,G
114,100,0.9197560846415939,0.4016294385521304,G
110,100,0.2784944102360811,0.01591846493810367,G
115,100,0.46286081802348056,0.957079087384712,G
110,100,0.8745369064016258,0.14624938573424828,G
111,100,0.7968896106224637,0.2507248719471491,G
112,100,0.12127770263387994,0.28659704973268696,G
113,100,0.4467873885444943,0.2665855377973356,G
114,100,0.3975726353561886,0.7200237366920811,G
113,100,0.992844754404597,0.15933364449762344,G
113,100,0.7180665942515274,0.96462212080324,G
112,100,0.8230889263031548,0.7665606649707413,G
114,100,0.9714912874417349,0.8497990748647054,G
111,100,0.43159902571125497,0.6092210357462332,G
110,100,0.27968956511864007,0.2589838163315541,G
110,100,0.2843754047910466,0.9507605806896299,G
110,100,0.01560279337535031,0.8170469555530365,G
113,100,0.6477860179481804,0.3777015693642376,G
114,100,0.4268861553670763,0.776328885377098,G
113,100,0.4446625053230535,0.05077173406770907,G
112,100,0.1410590198782542,0.7491738553371449,G
111,100,0.36206508359097034,0.5056156230642501,G
114,100,0.8731220564302645,0.11386812694402926,G
111,100,0.7441007125615778,0.7353002237237649,G
115,100,0.320102244761041,0.8598722249357793,G
111,100,0.3136363825592414,0.2498726226302309,G
112,100,0.7252792808512191,0.055767245432565726,G
113,100,0.21284786695772218,0.9144004601025842,G
113,100,0.18593660479162188,0.2557677587468148,G
110,100,0.8723362005292864,0.3720361841702824,G
112,100,0.7144809118428748,0.47376021439184923,G
115,100,0.4124790911889936,0.05062512630413862,G
112,100,0.6812379118329479,0.7133031181030547,G
110,100,0.2843392195601864,0.48373621540158995,G
112,100,0.4364117082518131,0.6279822673072295,G
112,100,0.09083770135463964,0.32644838012262445,G
112,100,0.1308897935624087,0.5445244115937664,G
112,100,0.9098773979967317,0.3636224067813181,G
112,100,0.6486848183824091,0.8197590981574505,G
115,100,0.5740675567703306,0.22281382488988,G
115,100,0.8551219442136239,0.5432408886814394,G
115,100,0.31766722186272456,0.7047135632968526,G
112,100,0.20880306319193132,0.10680944195468256,G
113,100,0.7820599320059936,0.1419394772718645,G
115,100,0.04586034827515928,0.1549983158226964,G
112,100,0.0019395528453025612,0.7313515781609146,G
111,100,0.08044053116829342,0.6742339526378828,G
114,100,0.5229158683147955,0.8563314102656331,G
115,100,0.2246217305793824,0.7951031712887998,G
110,100,0.22169354201976865,0.5574113479444207,G
114,100,0.08322101972347973,0.5706331978797776,G
115,100,0.6832836829534784,0.9589730478426655,G
110,100,0.5272243283292315,0.8717576416586907,G
110,100,0.0034292163256416375,0.9351281266087692,G
115,100,0.8123534260898997,0.15172321274214484,G
110,100,0.1108923374038896,0.9369008491359981,G
115,100,0.7870041400762006,0.1841203125412375,G
115,100,0.6468734571099535,0.595759617730258,G
115,100,0.9043378967718549,0.9559391427341758,G
114,100,0.09731779548106412,0.5750337829983204,G
112,100,0.5086472573832019,0.6215748587160315,G
113,100,0.7056073267359193,0.37029000330228823,G
113,100,0.9126866201777118,0.8681876540280667,G
115,100,0.17566394933004437,0.8212593839338728,G
115,100,0.5457143182880692,0.867488246033809,G
113,100,0.7387895340607371,0.5374530602666081,G
111,100,0.6978957525224502,0.289693911932129,G
110,100,0.6696118074994908,0.24472773599264785,G
110,100,0.4953579867780107,0.7954420970539916,G
111,100,0.008733589726521829,0.22947625722433496,G
114,100,0.07123138222620318,0.24856714233697597,G
115,100,0.13932380675927114,0.720022671477695,G
110,100,0.0448176583442923,0.3517991825683352,G
111,100,0.7343656600408623,0.43456193446906044,G
115,100,0.011424581874660666,0.7520318899062973,G
115,100,0.18789650473388864,0.43899383821067306,G
113,100,0.24277728252059738,0.2698201644401115,G
115,100,0.4239530093227988,0.5556061294629846,G
113,100,0.16259785358889467,0.039075853289340934,G
114,100,0.24714841194785708,0.5079516753154355,G
113,100,0.2613696060423313,0.8461118567128656,G
114,100,0.6583526789524207,0.4326672057762453,G
115,100,0.5701400744457346,0.04491779397958273,G
114,100,0.8617359940940953,0.09001530168239547,G
112,100,0.007523916540748465,0.9879587096177803,G
114,100,0.8548737256596093,0.505302661431947,G
113,100,0.9457854434021283,0.710195746499911,G
110,100,0.888223384986562,0.034414063846016196,G
114,100,0.919787402880236,0.9434212885304071,G
113,100,0.9219394171607648,0.10300838076193775,G
113,100,0.7277976404349684,0.1735961067936509,G
113,100,0.5130601405591393,0.794475070484827,G
114,100,0.5224870905874739,0.6949750539768783,G
112,100,0.8617742855619539,0.6444991901237441,G
110,100,0.1995595892893245,0.10974978552995807,G
114,100,0.2902669626803015,0.33445974375636334,G
110,100,0.8377501018858314,0.061887738630848066,G
112,100,0.6288756254503347,0.2525167205352131,G
110,100,0.243957650915278,0.14198775582819245,G
111,100,0.6105026735979695,0.06830208219858258,G
114,100,0.3942647346898803,0.09127951810634327,G
111,100,0.48077157891454336,0.161835877963579,G
115,100,0.6264315107914002,0.2606371504499544,G
115,100,0.31607314369750017,0.23278419119092897,G
114,100,0.7847284687664472,0.5396320127301052,G
113,100,0.2607079205191076,0.01899716010339858,G
114,100,0.49904864991249454,0.05127971254048036,G
112,100,0.3795043097160976,0.9293209466254372,G
114,100,0.19340028510448481,0.8431661488717139,G
115,100,0.5637201997184489,0.16863735646073374,G
113,100,0.8147466276378803,0.7261679538299297,G
113,100,0.6664773825462038,0.42165674443534895,G
115,100,0.4907651714685103,0.28686919771414154,G
115,100,0.8879959090808169,0.028239841143090527,G
111,100,0.3531530821390315,0.06832474548160539,G
114,100,0.1760787186249987,0.2040261658447614,G
114,100,0.8146772290510351,0.4852055152679191,G
114,100,0.28307456203768044,0.1288862584803958,G
112,100,0.9594500633025589,0.6184678376955798,G
112,100,0.6347643745647947,0.17350077168758749,G
115,100,0.7238801918983286,0.06109791558582467,G
110,100,0.1978458822579966,0.5256610669220156,G
114,100,0.45651232654904017,0.4445861077633343,G
115,100,0.5323737188718086,0.3052377242741309,G
114,100,0.5359899205519616,0.4896978333508537,G
114,100,0.6457160926993025,0.7613755926648755,G
110,100,0.7091998230616167,0.6857762661171776,G
111,100,0.8041374334185981,0.7369905944115007,G
110,100,0.9787445512500348,0.17327352344589264,G
110,100,0.8290231431497174,0.20983774416052525,G
115,100,0.24246384342223237,0.3698581306307015,G
114,100,0.5873084853420422,0.2896452799139232,G
111,100,0.4307099651343589,0.5863530836704497,G
110,100,0.21300016080048478,0.05730675146484543,G
112,100,0.632893154430707,0.470470036433975,G
111,100,0.849768734860288,0.697884662386958,G
114,100,0.3324010359716043,0.24863391111357913,G
115,100,0.5386420345342579,0.29730545483536663,G
110,100,0.7816756665224724,0.7561025826538078,G
112,100,0.2958086387169351,0.7621300825232061,G
111,100,0.39876154574658806,0.41502283296589537,G
111,100,0.852549779522023,0.0748058509135161,G
111,100,0.877044084030823,0.9874738219145892,G
114,100,0.21766794347670015,0.07919298290054144,G
110,100,0.3395541583488698,0.24124701968145412,G
111,100,0.4405228473843841,0.6257142913216489,G
114,100,0.8633143847958363,0.44768065152779135,G
110,100,0.9256153734154248,0.7578692752873788,G
110,100,0.3528043851949275,0.45197275884916244,G
110,100,0.31998535440689924,0.7717970129670944,G
114,100,0.6143570253086251,0.8400440740211086,G
112,100,0.04597801278432401,0.12597310213286306,G
111,100,0.12908869199426354,0.7542915201111048,G
112,100,0.4109366698224528,0.6581833921037173,G
115,100,0.809431836558299,0.2911240729751534,G
112,100,0.5754812824757342,0.43347642106194106,G
111,100,0.6961265080779022,0.2713152102284415,G
113,100,0.9041500007793044,0.925252065839749,G
115,100,0.8663032382091079,0.5043895027137613,G
110,100,0.16675819250813717,0.2707649979236699,G
110,100,0.8136535384907204,0.29708363745890076,G
111,100,0.6559532219043228,0.4043383521934474,G
114,100,0.3362003099932305,0.826482463845039,G
114,100,0.9334473531799864,0.7223137991598618,G
115,100,0.5370947787391629,0.509468583951139,G
114,100,0.31571940872249027,0.24883179692163204,G
111,100,0.7043671737468686,0.9225799763781106,G
115,100,0.18378698745164979,0.6143234302522125,G
110,100,0.42821983844710243,0.2820018726414685,G
111,100,0.6762924326937224,0.6574261450182585,G
115,100,0.4629107677123282,0.24460780394878767,G
112,100,0.7036934822161841,0.15245259886968598,G
114,100,0.23938038908432047,0.12552908910641558,G
111,100,0.5159627009910316,0.5122533402673534,G
112,100,0.44505314819489816,0.5773488892788402,G
114,100,0.40834309611511843,0.6491479472383901,G
111,100,0.5762895166858156,0.33943459027376877,G
111,100,0.29566440818814854,0.03545297819515347,G
110,100,0.714486589503867,0.5184728898648386,G
114,100,0.476494193562673,0.3343814867701611,G
115,100,0.2894022401345928,0.16547872338300695,G
112,100,0.2816352803429282,0.5906506546173992,G
115,100,0.9931061826000825,0.621503610355505,G
114,100,0.28353358681124896,0.7601491328152165,G
112,100,0.09656044695940125,0.5101518421402518,G
115,100,0.022270216590247083,0.09124877621920613,G
113,100,0.7271840054120742,0.21922698285064113,G
115,100,0.36042506338478564,0.11211868637316214,G
113,100,0.9709050995778864,0.284733690791903,G
111,100,0.10813705393468753,0.058156778231059025,G
111,100,0.07579874016434263,0.22962569970667002,G
111,100,0.7357080678211796,0.9572629981752268,G
112,100,0.4109394498513167,0.44994684562331166,G
115,100,0.3311878569829204,0.8073704405866089,G
112,100,0.2470926963757335,0.18100743146481124,G
111,100,0.4317972113227845,0.4674975793628189,G
113,100,0.19596223804148727,0.4291638828914762,G
110,100,0.2653293678056491,0.17962355134913344,G
112,100,0.42353639758652806,0.4506381662228802,G
113,100,0.6041257096482193,0.7769206802745449,G
114,100,0.0491772672928249,0.19987567540434448,G
113,100,0.9605103598791889,0.5402975414078,G
112,100,0.665379453621199,0.8958174606246768,G
110,100,0.7192008247266453,0.6418119728588796,G
110,100,0.8223964881623381,0.3301690161075186,G
111,100,0.6568812559593883,0.05016143274555662,G
112,100,0.6632176912954926,0.5132727121502584,G
112,100,0.16265544922349284,0.7422065317145455,G
114,100,0.4044967911040963,0.9140748450114915,G
114,100,0.3464863538099766,0.34260063402109475,G
115,100,0.36777891918967787,0.24507990186808903,G
115,100,0.7889070261755199,0.5121415159279207,G
114,100,0.05499256611293213,0.44711921220242334,G
115,100,0.9033500371814018,0.7241474475818538,G
111,100,0.5234387315385725,0.9313423502038954,G
115,100,0.47471645464195567,0.9977838087092615,G
115,100,0.7479553865679524,0.42225319583828835,G
113,100,0.33583290240550445,0.40412379906726825,G
113,100,0.10456820214039309,0.572740002656311,G
114,100,0.9657250066123257,0.04029349132495896,G
111,100,0.7343146326587989,0.6727668573059095,G
111,100,0.6119907829893508,0.38319882285924844,G
111,100,0.7301083240538744,0.4066432636984756,G
113,100,0.4768806712384003,0.6747318077258118,G
113,100,0.3868126920364501,0.8457975314868513,G
112,100,0.9091439176556727,0.45686891545383435,G
115,100,0.23722506292270407,0.44819248318227456,G
112,100,0.7170704583561559,0.16808678159361423,G
115,100,0.21704430507047712,0.19923071207612553,G
112,100,0.1117198848219565,0.642467418407944,G
110,100,0.7171554809864142,0.6187292764955485,G
110,100,0.27140207881335365,0.8222500862307842,G
111,100,0.8585432872950909,0.7184903863933186,G
112,100,0.5460390555584014,0.0814786288715924,G
111,100,0.8194745611040272,0.21287698146637313,G
114,100,0.7848399278227726,0.8027649508420014,G
115,100,0.1204965775298843,0.7909973951550051,G
110,100,0.05111275900005385,0.3334339180214777,G
111,100,0.8102141798553082,0.959361527192606,G
114,100,0.15431251734960028,0.10622172571004096,G
111,100,0.905436106908266,0.04161145675319755,G
112,100,0.27223925484827005,0.8791238102171475,G
113,100,0.3689883279394791,0.42890670461750924,G
114,100,0.6857459169908116,0.25351640350021576,G
114,100,0.733171757104969,0.6122985694022509,G
115,100,0.7352095396343693,0.7034651884420694,G
111,100,0.24087037976491288,0.8182096800138655,G
115,100,0.17691410231806548,0.2603428869054645,G
113,100,0.9951951276378034,0.3019456121453916,G
113,100,0.6792659761186552,0.2558180686012772,G
110,100,0.7260744396859057,0.028110960157958442,G
113,100,0.22614003084763268,0.14353245479119903,G
113,100,0.5783361758343217,0.21393567241524736,G
113,100,0.9687939547356498,0.29841866457682453,G
110,100,0.07840384197481176,0.7971910415411244,G
110,100,0.4158951957707673,0.6781301082714083,G
115,100,0.5098587043399795,0.8651494966632969,G
110,100,0.5025804166848956,0.7476337879271391,G
112,100,0.6270990952792767,0.4040253036820375,G
111,100,0.5896579391524346,0.7823133843764268,G
111,100,0.21432541858775778,0.7549724105639315,G
115,100,0.7560584434256475,0.93895570586997,G
111,100,0.9942516160290106,0.49407663334487995,G
110,100,0.14428923963283657,0.5221346652545986,G
115,100,0.6460098231560203,0.7522484787761982,G
110,100,0.4531890095380504,0.6889240751442542,G
114,100,0.8288377653884669,0.739153314599818,G
113,100,0.5846163412665961,0.655876587121451,G
112,100,0.8640055185160008,0.8805776524219745,G
113,100,0.18347989119031227,0.904933698464294,G
112,100,0.8761568958760733,0.48112704031584386,G
112,100,0.862837162499952,0.7046436508154801,G
112,100,0.5733435728846011,0.2747898542565902,G
115,100,0.07505693678693692,0.6894284377152358,G
114,100,0.3850182872345399,0.16637445770008674,G
113,100,0.6525620050258579,0.09698818752651839,G
115,100,0.21569129721307112,0.9652952125357942,G
114,100,0.4984778983663273,0.3207381198725291,G
110,100,0.2774395918327116,0.7320504006551337,G
112,100,0.11622042328646598,0.37527081718978217,G
111,100,0.35994659049437605,0.196947021267892,G
110,100,0.9080714862937843,0.07474313297064339,G
114,100,0.2865733746975888,0.58721290260627,G
111,100,0.037287095989687824,0.48504660409529987,G
115,100,0.2622265702275004,0.281161483303928,G
111,100,0.774534890598962,0.9334870005233074,G
113,100,0.7285063839395322,0.02299156094708521,G
111,100,0.028077531087998597,0.46971589963590243,G
110,100,0.5550399233018649,0.6172950767790296,G
110,100,0.029396913311667383,0.18368999419336196,G
111,100,0.6315669502463261,0.5425927577684491,G
110,100,0.7978208642427049,0.7681488074286279,G
110,100,0.15247036492867594,0.9132502816428547,G
113,100,0.4265248348384312,0.9949496114508015,G
111,100,0.2943166446054313,0.291706299909293,G
112,100,0.9687340794019021,0.21587144559981208,G
111,100,0.6421661626370719,0.6900774678624731,G
114,100,0.2893791663775489,0.14798659465434771,G
114,100,0.6399716041931308,0.0943733124807219,G
111,100,0.42689232207401695,0.24425592454784595,G
112,100,0.009270140251337877,0.2581906298479473,G
115,100,0.3780448227912858,0.5317620267259787,G
115,100,0.6781111725522931,0.5661658689891135,G
111,100,0.34432918620172204,0.24707853836745097,G
112,100,0.4675998327721683,0.235348150083051,G
110,100,0.7457859824547478,0.4697202198095318,G
110,100,0.33486617270246455,0.9898420870613182,G
115,100,0.6293882137700114,0.10699193015934139,G
114,100,0.32808805505985006,0.000961332451776209,G
110,100,0.04194520104305366,0.1943417546296633,G
111,100,0.8285920504316794,0.4073025887047893,G
112,100,0.8064848317841491,0.12831998518406684,G
111,100,0.19502521672953288,0.3453655882340122,G
114,100,0.938445467756264,0.016703365000625303,G
115,100,0.8700777265636007,0.7141756473923168,G
115,100,0.5997086717048481,0.018377062691833146,G
114,100,0.48922058919263345,0.2055781855888903,G
113,100,0.25350369096991876,0.1020559731613534,G
114,100,0.6260939530849591,0.5218458667485487,G
112,100,0.035064138070496687,0.06685174677660799,G
113,100,0.2711811702638548,0.11047057489176004,G
112,100,0.38377849381755014,0.4289771141480134,G
112,100,0.07191327268176329,0.7373098757098631,G
111,100,0.5260220913017651,0.758463069110245,G
115,100,0.1547584799082592,0.0796567532119864,G
114,100,0.8717928944601416,0.7612402335015955,G
113,100,0.06610483597657357,0.9878809421838131,G
113,100,0.2794329569207047,0.8691271540626937,G
110,100,0.9176778294722905,0.8268691119591509,G
110,100,0.3723635349204101,0.352848535038775,G
114,100,0.6423534707272431,0.9757792904164245,G
113,100,0.36632078288661163,0.09735031762355972,G
113,100,0.40171416031294294,0.46800289713553367,G
114,100,0.10704945280218559,0.012974712303721159,G
115,100,0.22864392949474,0.2853773878474479,G
111,100,0.8269516409417765,0.8940211248076606,G
114,100,0.06871308575857826,0.5453747216879481,G
115,101,0.17499250448067405,0.5156705536263784,G
110,101,0.2666343727128129,0.05803854827133981,G
110,101,0.5194639786562277,0.18430744122864107,G
115,101,0.039402052817337,0.633672795701755,G
112,101,0.7319152067104021,0.8260272965750268,G
110,101,0.1978348706013371,0.7553605572987515,G
113,101,0.581070127647286,0.9535902504765612,G
112,101,0.9202828421030393,0.6224283212809713,G
111,101,0.97629575538698,0.7940723985155271,G
112,101,0.5997578644127293,0.9820349040435462,G
112,101,0.23702967402187491,0.8446707441455206,G
112,101,0.8938671298161547,0.1447698564627553,G
115,101,0.38192191877884674,0.9585829081343148,G
112,101,0.7194839827399442,0.2159534413900146,G
113,101,0.23281452847151263,0.9001745038536149,G
112,101,0.5851663959795632,0.20386320213853115,G
111,101,0.7089049858231717,0.6982117431952279,G
111,101,0.8762787268920533,0.657698245021622,G
114,101,0.18048087530286439,0.279146609325847,G
114,101,0.8946220025949854,0.7470164564398089,G
113,101,0.4801313916864154,0.14891780351257178,G
114,101,0.7381537458209426,0.40720408437341504,G
115,101,0.42989803856452824,0.36098735371471957,G
110,101,0.13946251764487738,0.3837007347024489,G
111,101,0.7181711074885729,0.0026684110813572914,G
113,101,0.3800614339872267,0.9892896456508591,G
114,101,0.45981630719529343,0.45734240575657426,G
110,101,0.9676522237538946,0.5379977212197559,G
110,101,0.6649751587306356,0.04309217039412183,G
112,101,0.28091770407726313,0.9826283317535215,G
115,101,0.6010958748415657,0.598853832030023,G
114,101,0.1391982779063239,0.8563810086757517,G
114,101,0.058973875679859566,0.7897021649580056,G
113,101,0.10707385285330884,0.6106627259323859,G
113,101,0.11403344913927915,0.3760385776815792,G
112,101,0.6479920510750847,0.822341554079989,G
113,101,0.7353026559110754,0.498964218799566,G
115,101,0.21512574457155953,0.7532843681593795,G
110,101,0.03294865663828106,0.7546803625787369,G
111,101,0.30575347412030074,0.7118935010973071,G
111,101,0.15576912542244337,0.9857483363590209,G
115,101,0.6403370369393985,0.7876216852646784,G
115,101,0.41920271273255305,0.30977423620710665,G
110,101,0.23705649215513025,0.28909141813034134,G
113,101,0.9448064080054326,0.4528283275859215,G
112,101,0.4700190812032824,0.26094573060026294,G
113,101,0.6629967425737544,0.7828225086812021,G
114,101,0.31144394412823173,0.5486123285369008,G
113,101,0.7618752921211406,0.2347171462431472,G
113,101,0.47788305183839574,0.1915293486020586,G
110,101,0.7964373099417649,0.7180344771809312,G
112,101,0.7368243941135326,0.9544138288539482,G
112,101,0.8209922570088535,0.7748842307298905,G
112,101,0.4511316723206812,0.9750823548763551,G
113,101,0.31753496743406817,0.5292711683545459,G
112,101,0.9693652533787374,0.36414773954462487,G
111,101,0.2979199690562392,0.8514888289026802,G
112,101,0.8748017228949428,0.8322560314319196,G
110,101,0.0015144011017608205,0.79381596131009,G
114,101,0.4461377634814232,0.648126655008932,G
113,101,0.9939808466927089,0.8458731283268343,G
112,101,0.09328485796021568,0.5233665362747341,G
110,101,0.9686876542410076,0.7424594295197274,G
114,101,0.9615302005444915,0.8701519249084881,G
110,101,0.28595527353661454,0.07543576488541104,G
115,101,0.7647889274992432,0.048958632204877506,G
111,101,0.8512781875591091,0.42435323403840564,G
111,101,0.30622132341549124,0.15720226165951545,G
112,101,0.7179652826636603,0.4899596054296391,G
110,101,0.6901371353600385,0.48104868210573026,G
114,101,0.8412851533652124,0.38828912547780303,G
112,101,0.500614152303128,0.18090602219598817,G
114,101,0.05763427613100702,0.870566402193116,G
115,101,0.8842842223996558,0.39431515934166994,G
112,101,0.38388875817281787,0.8198326894559521,G
112,101,0.802738868635965,0.9508431083483447,G
115,101,0.6553462139458146,0.7798607005570641,G
114,101,0.8764274778700822,0.33449252514402517,G
115,101,0.58008452475726,0.36381972174424004,G
113,101,0.23425715414204296,0.5813276958045015,G
115,101,0.36323009051819233,0.4712714710029804,G
113,101,0.22371272450718804,0.6211371729188216,G
114,101,0.2729975112264288,0.503758028684321,G
112,101,0.5992694466548839,0.48587663111261403,G
111,101,0.32387473681937784,0.6060795803007151,G
112,101,0.3586922419372116,0.0752329357013467,G
115,101,0.49587019733287885,0.8671122537588386,G
110,101,0.8740855052735231,0.6420054382513224,G
112,101,0.7292289687051942,0.04720933232881819,G
110,101,0.3501329427386275,0.5613665040074035,G
113,101,0.38948442529089533,0.441045288412907,G
113,101,0.1202896495524226,0.6727617873483954,G
111,101,0.44000017576887596,0.3003088262259136,G
112,101,0.6557641670152077,0.05406126363225516,G
113,101,0.8663503643386737,0.43557892328139114,G
110,101,0.883407433703205,0.5581758298124836,G
115,101,0.5276200787499327,0.06790081722262531,G
112,101,0.11099973555902265,0.8430358558189086,G
110,101,0.16145651062047417,0.5542572903963142,G
111,101,0.6783253297059553,0.29646197404944175,G
110,101,0.5166220185465452,0.6935500672119665,G
115,101,0.7932570537174899,0.3106998010672729,G
113,101,0.7130698187156742,0.48481010124547663,G
114,101,0.9829434537129796,0.528061685172179,G
111,101,0.33300884864834335,0.6125595141244236,G
113,101,0.4754746047522439,0.32494848338109317,G
113,101,0.6710939677117616,0.6774085209364168,G
110,101,0.3042105264807916,0.15230802249536324,G
115,101,0.566439355015198,0.4047637993710115,G
114,101,0.5368916318646394,0.595211433407514,G
114,101,0.835263511950053,0.5506830101083776,G
115,101,0.21148266635903124,0.9894971002006719,G
114,101,0.7526191318216735,0.13624852242169838,G
113,101,0.678378314811621,0.8476720330939987,G
115,101,0.7757629834519987,0.060981145062954156,G
113,101,0.5946570325311505,0.9013913366924577,G
110,101,0.38053745210523404,0.20347239386288185,G
112,101,0.37844249024548693,0.4556928161234428,G
114,101,0.1734562973496191,0.04395678540139858,G
110,101,0.6116088323082002,0.5397212388168858,G
110,101,0.4341711025215925,0.2460311291894537,G
114,101,0.522538302308322,0.2261802976720272,G
113,101,0.07682032767015756,0.9825729021265961,G
112,101,0.7628269585564444,0.325802431687104,G
112,101,0.9690683975813589,0.5848421986192391,G
113,101,0.6173189095171916,0.8715213748309644,G
110,101,0.6478085484116709,0.8871762127606124,G
113,101,0.618435673159393,0.9560938150691154,G
111,101,0.8879543571575267,0.6066294371069231,G
112,101,0.21668698062037595,0.2615595944577872,G
113,101,0.9215019388384312,0.6525978670103517,G
115,101,0.9852518891180923,0.9714702993741198,G
110,101,0.756037424287075,0.4498878836507313,G
114,101,0.22628298799489377,0.7390852616172097,G
112,101,0.449975002608789,0.13639826990713178,G
112,101,0.9580890494491198,0.0921590786449964,G
114,101,0.680806689696483,0.4680601977633927,G
114,101,0.23123837316316076,0.7093323725997995,G
110,101,0.4612847586526795,0.7874706302343288,G
112,101,0.08793779802358748,0.048958754315411857,G
115,101,0.08256791097938998,0.5113805359241238,G
112,101,0.09604317581353305,0.17026993653154432,G
115,101,0.7078074335817932,0.5552851444110388,G
112,101,0.35618928382207693,0.5057898279920107,G
111,101,0.29150530448196454,0.5791174067867089,G
113,101,0.4494482348682852,0.3610037712963602,G
114,101,0.09550757655480213,0.05681706216302751,G
114,101,0.884769615935898,0.8803307158023927,G
111,101,0.6391922683306679,0.665857833906917,G
113,101,0.7726636364434376,0.31334111365950557,G
112,101,0.3439122141972891,0.3921122838158193,G
114,101,0.02962657480067532,0.4055216215602877,G
112,101,0.23810579486476513,0.8826131484886987,G
113,101,0.9880734415652127,0.1002990188096855,G
112,101,0.49552986755067174,0.04429931286674915,G
110,101,0.36298105268245084,0.70974701444281,G
115,101,0.9267847491040261,0.030960446154140953,G
115,101,0.20939238655739079,0.6170458137305869,G
111,101,0.5157371395825806,0.9058846957707308,G
113,101,0.09516616586290061,0.8875221733645919,G
114,101,0.15068096728656732,0.035962208885046754,G
113,101,0.8445625684226562,0.06592906987287306,G
111,101,0.5792587543666148,0.7645293272450091,G
114,101,0.5620757323239466,0.9972563391790518,G
115,101,0.9979209560665571,0.18611346598874123,G
110,101,0.3180789024712414,0.8326941485709587,G
110,101,0.49059414007174873,0.481530305419404,G
114,101,0.2733042085747769,0.6556828601432649,G
111,101,0.8105060329735013,0.6084787133210359,G
113,101,0.6436195076532741,0.2791860976538665,G
110,101,0.7572368418607487,0.43943099054790913,G
111,101,0.26695948101427136,0.7973013423351079,G
113,101,0.17244045160910815,0.489282834009923,G
115,101,0.4486168812150686,0.1272949556446633,G
110,101,0.2980849110955961,0.5143581520560875,G
115,101,0.28732152127185395,0.09037397126289026,G
110,101,0.8417954679720825,0.2936554912827777,G
111,101,0.15531609559865056,0.42436177642045636,G
110,101,0.3586634178881767,0.693776393521642,G
110,101,0.8306170322900932,0.8908727185452681,G
114,101,0.03941573477966398,0.9502737257576476,G
110,101,0.4646066501193874,0.002677474721428652,G
111,101,0.4295826966803953,0.047201619787798355,G
114,101,0.17767140046732344,0.9429538599714425,G
115,101,0.5352285026249481,0.04406911657339119,G
110,101,0.7997666910619,0.18620663450834873,G
113,101,0.8760599530002838,0.11288871995198668,G
111,101,0.6055168873675919,0.8936195410072855,G
115,101,0.8472579454394361,0.5045917605313278,G
112,101,0.5619363162354359,0.02626485421835789,G
112,101,0.43213173087502943,0.6965136348331414,G
110,101,0.990986482376104,0.7826152707259375,G
115,101,0.6361734982297794,0.734948042000501,G
113,101,0.6329620708388636,0.21134938702505512,G
112,101,0.5326895841874765,0.5154725680462974,G
