Consumer,Producer,Consumerrating,Producerrating,TAG,Consumerdis,Consumersat,Consumercum_dis,Consumercum_sat,Producerdis,Producersat,Producercum_dis,Producercum_sat,honesty,bayesT,Consumerbel,Consumerdisbel,Consumerunc,ConsumerT,ConsumerT_dash,Consumersum_tdt
110,100,0.8745369064016258,0.14624938573424828,G,0.06273154679918708,0.9372684532008129,2.559771095656877,10.440228904343124,0.42687530713287586,0.5731246928671241,3.489892131367537,9.510107868632462,0.7572994883277453,0.7991257846640252,0.8030327593525978,0.19689032348718383,7.691716021844474e-05,0.8030327593525978,0.19696724064740226,1.0
110,100,0.27968956511864007,0.2589838163315541,G,0.36015521744067996,0.6398447825593201,2.919926313097557,11.080073686902445,0.37050809183422295,0.629491908165777,3.86040022320176,10.139599776798239,0.7528938401392672,0.798100191345988,0.7913773078281868,0.20855126870206106,7.142346975216056e-05,0.7913773078281868,0.20862269217181323,1.0
110,100,0.2843754047910466,0.9507605806896299,G,0.3578122976044767,0.6421877023955234,3.2777386107020337,11.722261389297968,0.024619709655185062,0.975380290344815,3.8850199328569452,11.114980067143053,0.7514069440147176,0.7960231790052225,0.7814319971533875,0.21850134062409396,6.666222251849876e-05,0.7814319971533875,0.21856800284661246,1.0
110,100,0.01560279337535031,0.8170469555530365,G,0.49219860331232484,0.5078013966876751,3.7699372140143583,12.230062785985643,0.09147652222348174,0.9085234777765183,3.976496455080427,12.02350354491957,0.7514142413726889,0.7923003254897967,0.7643311534270134,0.23560635047899245,6.249609399412537e-05,0.7643311534270134,0.23566884657298656,1.0
110,100,0.8723362005292864,0.3720361841702824,G,0.0638318997353568,0.9361681002646431,3.833769113749715,13.166230886250286,0.3139819079148588,0.6860180920851412,4.290478362995286,12.709521637004713,0.7509925389783687,0.7903207526330891,0.774438614566807,0.22550256536378535,5.8820069407681895e-05,0.774438614566807,0.22556138543319304,1.0
110,100,0.2843392195601864,0.48373621540158995,G,0.3578303902199068,0.6421696097800932,4.191599503969622,13.80840049603038,0.258131892299205,0.7418681077007949,4.5486102552944905,13.451389744705507,0.7506037906923737,0.7878799745549299,0.7670907447380911,0.2328537027926016,5.55524693072607e-05,0.7670907447380911,0.23290925526190887,1.0
110,100,0.22169354201976865,0.5574113479444207,G,0.3891532289901157,0.6108467710098844,4.580752732959738,14.419247267040264,0.22129432602778965,0.7787056739722104,4.7699045813222805,14.230095418677717,0.7504386506688085,0.7849827521891224,0.7588678104857778,0.24107956070521222,5.26288090100521e-05,0.7588678104857778,0.24113218951422227,1.0
110,100,0.5272243283292315,0.8717576416586907,G,0.23638783583538425,0.7636121641646157,4.817140568795122,15.18285943120488,0.06412117917065463,0.9358788208293454,4.834025760492935,15.165974239507062,0.7511872279360985,0.7825218207006579,0.7591050163094284,0.24084498619044653,4.999750012499374e-05,0.7591050163094284,0.24089498369057152,0.9999999999999999
110,100,0.0034292163256416375,0.9351281266087692,G,0.4982853918371792,0.5017146081628208,5.315425960632301,15.684574039367702,0.0324359366956154,0.9675640633043846,4.866461697188551,16.133538302811445,0.7527396370969357,0.779282062279246,0.7468489138311365,0.25310346938871003,4.761678015332602e-05,0.7468489138311365,0.25315108616886334,0.9999999999999998
110,100,0.1108923374038896,0.9369008491359981,G,0.4445538312980552,0.5554461687019447,5.759979791930356,16.240020208069645,0.03154957543200093,0.968450424567999,4.898011272620551,17.101988727379442,0.7548808098686624,0.7757082078836975,0.7381491844947795,0.2618053630257877,4.545247943275306e-05,0.7381491844947795,0.2618508155052205,1.0
110,100,0.6696118074994908,0.24472773599264785,G,0.1651940962502546,0.8348059037497454,5.925173888180611,17.07482611181939,0.3776361320036761,0.6223638679963239,5.275647404624228,17.724352595375766,0.7561927445367658,0.7729311692260683,0.7423514678413716,0.2576050557880358,4.347637059258293e-05,0.7423514678413716,0.2576485321586284,1.0
110,100,0.4953579867780107,0.7954420970539916,G,0.25232100661099466,0.7476789933890053,6.1774948947916055,17.822505105208396,0.1022789514730042,0.8977210485269957,5.377926356097232,18.622073643902763,0.7577709037868336,0.7705050260386777,0.7425734388237322,0.25738489624564,4.1664930627890504e-05,0.7425734388237322,0.2574265611762679,1.0
110,100,0.0448176583442923,0.3517991825683352,G,0.47759117082785385,0.5224088291721461,6.655086065619459,18.344913934380543,0.3241004087158324,0.6758995912841677,5.7020267648130645,19.29797323518693,0.7588592134499601,0.7676812976799503,0.7337672066869542,0.2661927949129818,3.999840006399744e-05,0.7337672066869542,0.26623279331304583,1.0
110,100,0.888223384986562,0.034414063846016196,G,0.055888307506719026,0.944111692493281,6.710974373126178,19.289025626873823,0.4827929680769919,0.5172070319230081,6.184819732890056,19.815180267109938,0.7591009248955755,0.7657705053357767,0.7418570680694521,0.25810447187131946,3.846005922849121e-05,0.7418570680694521,0.25814293193054794,1.0
110,100,0.1995595892893245,0.10974978552995807,G,0.40022020535533775,0.5997797946446622,7.111194578481516,19.888805421518484,0.44512510723502097,0.554874892764979,6.629944840125077,20.370055159874916,0.7587684650746611,0.7636884994560215,0.7365951417176579,0.26336782261699626,3.7035665345727935e-05,0.7365951417176579,0.263404858282342,1.0
110,100,0.8377501018858314,0.061887738630848066,G,0.08112494905708428,0.9188750509429158,7.192319527538601,20.8076804724614,0.46905613068457597,0.530943869315424,7.099000970809653,20.90099902919034,0.7579198985896853,0.7622707715931959,0.7431049059841219,0.2568593810056284,3.571301024963394e-05,0.7431049059841219,0.256895094015878,1.0
110,100,0.243957650915278,0.14198775582819245,G,0.378021174542361,0.621978825457639,7.570340702080962,21.429659297919038,0.4290061220859038,0.5709938779140962,7.528007092895557,21.471992907104436,0.7567528085850959,0.7607163047465668,0.7389282886079458,0.2610372298224531,3.448156960104824e-05,0.7389282886079458,0.26107171139205415,1.0
110,100,0.1978458822579966,0.5256610669220156,G,0.4010770588710017,0.5989229411289982,7.971417760951963,22.028582239048035,0.23716946653899218,0.7628305334610078,7.765176559434549,22.234823440565442,0.7557468713442627,0.7590111286103324,0.7342615992482928,0.2657050685294478,3.333222225925802e-05,0.7342615992482928,0.26573840075170707,0.9999999999999999
110,100,0.7091998230616167,0.6857762661171776,G,0.14540008846919167,0.8545999115308083,8.116817849421155,22.883182150578843,0.15711186694141122,0.8428881330585888,7.92228842637596,23.077711573624033,0.7550403361869076,0.7577083809564182,0.7381433550717346,0.2618243879042984,3.2257023966968804e-05,0.7381433550717346,0.2618566449282654,1.0
110,100,0.9787445512500348,0.17327352344589264,G,0.010627724374982606,0.9893722756250174,8.127445573796138,23.872554426203862,0.4133632382770537,0.5866367617229463,8.335651664653014,23.66434833534698,0.7540991573561613,0.7569998321602033,0.7459940135059487,0.25397473747058336,3.1249023468016625e-05,0.7459940135059487,0.2540059864940514,1.0
110,100,0.8290231431497174,0.20983774416052525,G,0.08548842842514132,0.9145115715748586,8.212934002221278,24.787065997778722,0.3950811279197374,0.6049188720802626,8.730732792572752,24.26926720742724,0.7530011092539757,0.7566541486245384,0.7511004514341603,0.24886924645378258,3.030211205721039e-05,0.7511004514341603,0.2488995485658398,1.0
110,100,0.21300016080048478,0.05730675146484543,G,0.3934999195997576,0.6065000804002424,8.606433921821036,25.393566078178964,0.4713466242675773,0.5286533757324228,9.202079416840329,24.797920583159662,0.7516496518901514,0.7560950310194033,0.7468476244280746,0.25312296467224604,2.9410899679421197e-05,0.7468476244280746,0.25315237557192544,1.0
110,100,0.7816756665224724,0.7561025826538078,G,0.10916216673876378,0.8908378332612362,8.715596088559801,26.2844039114402,0.1219487086730961,0.8780512913269038,9.324028125513426,25.675971874486567,0.7506468488081375,0.7558110275682305,0.7509615128550671,0.24900991653266483,2.857061226822091e-05,0.7509615128550671,0.24903848714493304,1.0
110,100,0.3395541583488698,0.24124701968145412,G,0.3302229208255651,0.6697770791744349,9.045819009385365,26.954180990614635,0.37937649015927294,0.6206235098407271,9.7034046156727,26.296595384327293,0.749555720921102,0.7554281206585584,0.7487064523378416,0.25126577065596417,2.7777006194272385e-05,0.7487064523378416,0.25129354766215845,1.0
110,100,0.9256153734154248,0.7578692752873788,G,0.037192313292287615,0.9628076867077124,9.083011322677653,27.916988677322347,0.1210653623563106,0.8789346376436894,9.82446997802901,27.17553002197098,0.7487619347872332,0.755379967334171,0.7544928157974744,0.2454801579059391,2.7026296586578744e-05,0.7544928157974744,0.24550718420252568,1.0
110,100,0.3528043851949275,0.45197275884916244,G,0.32359780740253624,0.6764021925974637,9.406609130080188,28.593390869919812,0.2740136205754188,0.7259863794245812,10.098483598604428,27.90151640139556,0.7480177551374096,0.755230105136089,0.7524378534754299,0.24753583142759897,2.631509697113234e-05,0.7524378534754299,0.2475621465245701,1.0
110,100,0.31998535440689924,0.7717970129670944,G,0.3400073227965504,0.6599926772034497,9.746616452876738,29.253383547123263,0.11410149351645282,0.8858985064835472,10.21258509212088,28.787414907879107,0.7475238095701278,0.7549729377602118,0.7500675251179012,0.2499068345139032,2.5640368195687293e-05,0.7500675251179012,0.24993247488209888,1.0
110,100,0.16675819250813717,0.2707649979236699,G,0.4166209037459314,0.5833790962540686,10.16323735662267,29.836762643377334,0.36461750103816504,0.635382498961835,10.577202593159045,29.422797406840942,0.7469406937457812,0.7545312854833446,0.745900418573969,0.25407458205101546,2.4999375015624612e-05,0.745900418573969,0.25409958142603106,1.0
110,100,0.8136535384907204,0.29708363745890076,G,0.09317323075463979,0.9068267692453602,10.25641058737731,30.743589412622693,0.3514581812705496,0.6485418187294504,10.928660774429595,30.071339225570394,0.7462981511000127,0.7543080644703429,0.7498253557869977,0.25015025456396944,2.4389649032950417e-05,0.7498253557869977,0.2501746442130024,1.0
110,100,0.42821983844710243,0.2820018726414685,G,0.2858900807764488,0.7141099192235512,10.542300668153759,31.457699331846243,0.35899906367926576,0.6410009363207343,11.28765983810886,30.712340161891127,0.7455980600874885,0.7540608447849518,0.7489750084961369,0.25100118254693365,2.3808956929596916e-05,0.7489750084961369,0.25102499150386326,1.0
110,100,0.714486589503867,0.5184728898648386,G,0.1427567052480665,0.8572432947519335,10.685057373401825,32.314942626598175,0.24076355506758068,0.7592364449324194,11.52842339317644,31.471576606823547,0.7449752905558411,0.7539449106420821,0.751492817064677,0.24848392766218985,2.325527313318295e-05,0.751492817064677,0.24850718293532303,1.0
110,100,0.2653293678056491,0.17962355134913344,G,0.36733531609717546,0.6326646839028245,11.052392689499001,32.947607310501,0.4101882243254333,0.5898117756745667,11.938611617501873,32.061388382498116,0.7442505184326502,0.7537166593716269,0.7487922390514079,0.25118503419238203,2.2726756210086136e-05,0.7487922390514079,0.2512077609485921,1.0
110,100,0.7192008247266453,0.6418119728588796,G,0.14039958763667737,0.8596004123633226,11.192792277135679,33.80720772286432,0.1790940135705602,0.8209059864294398,12.117705631072434,32.88229436892755,0.7436621329635278,0.7536103386480917,0.7512545881839142,0.24872319008767982,2.2221728406035422e-05,0.7512545881839142,0.24874541181608587,1.0
110,100,0.8223964881623381,0.3301690161075186,G,0.08880175591883094,0.911198244081169,11.28159403305451,34.71840596694549,0.3349154919462407,0.6650845080537593,12.452621123018675,33.54737887698131,0.7430505888013252,0.7536587478887331,0.7547315485955847,0.2452467127465601,2.173865785526402e-05,0.7547315485955847,0.24526845140441536,1.0
110,100,0.7171554809864142,0.6187292764955485,G,0.14142225950679288,0.8585777404932071,11.423016292561304,35.5769837074387,0.19063536175222573,0.8093646382477743,12.6432564847709,34.356743515229084,0.7425482535544874,0.7537961792332971,0.7569409950307164,0.24303772882622293,2.1276143060785943e-05,0.7569409950307164,0.2430590049692837,1.0000000000000002
110,100,0.27140207881335365,0.8222500862307842,G,0.3642989605933232,0.6357010394066769,11.787315253154627,36.212684746845376,0.08887495688460789,0.9111250431153921,12.732131441655508,35.267868558344475,0.7422298457209237,0.7538220875187114,0.7544152152422945,0.24556395185839103,2.0832899314597614e-05,0.7544152152422945,0.24558478475770562,1.0
110,100,0.05111275900005385,0.3334339180214777,G,0.4744436204999731,0.5255563795000269,12.2617588736546,36.7382411263454,0.33328304098926115,0.6667169590107389,13.06541448264477,35.93458551735522,0.7418750074164584,0.7536596049374286,0.7497447220739455,0.25023487017927387,2.040774678067795e-05,0.7497447220739455,0.25025527792605456,1.0
110,100,0.7260744396859057,0.028110960157958442,G,0.13696278015704716,0.8630372198429528,12.398721653811647,37.60127834618835,0.4859445199210208,0.5140554800789792,13.551359002565789,36.4486409974342,0.7413690392804673,0.7535955250153241,0.7520105267132328,0.2479694736867592,1.999960000799984e-05,0.7520105267132328,0.2479894732867672,1.0
110,100,0.07840384197481176,0.7971910415411244,G,0.4607980790125941,0.5392019209874059,12.859519732824241,38.14048026717576,0.1014044792294378,0.8985955207705623,13.652763481795226,37.34723651820476,0.7410201822027154,0.7533746415246713,0.747837890770294,0.2521425017710288,1.960745867728084e-05,0.747837890770294,0.2521621092297061,1.0
110,100,0.4158951957707673,0.6781301082714083,G,0.29205240211461636,0.7079475978853836,13.151572134938858,38.84842786506115,0.16093494586429585,0.8390650541357041,13.813698427659522,38.18630157234046,0.7407685509239048,0.7531373022690676,0.7470707845053199,0.25290998509526463,1.9230399415395856e-05,0.7470707845053199,0.25292921549468,1.0
110,100,0.5025804166848956,0.7476337879271391,G,0.2487097916575522,0.7512902083424478,13.40028192659641,39.599718073403594,0.12618310603643046,0.8738168939635695,13.939881533695953,39.06011846630403,0.7406283589374179,0.7529160870721026,0.7471503947737513,0.2528307376577123,1.886756853644271e-05,0.7471503947737513,0.2528496052262487,1.0
110,100,0.14428923963283657,0.5221346652545986,G,0.4278553801835817,0.5721446198164183,13.828137306779992,40.171862693220014,0.2389326673727007,0.7610673326272993,14.178814201068654,39.82118579893133,0.7405120319450345,0.7525890796588544,0.7439096071039427,0.25607187472046794,1.8518175589340937e-05,0.7439096071039427,0.2560903928960573,1.0
110,100,0.4531890095380504,0.6889240751442542,G,0.2734054952309748,0.7265945047690252,14.101542802010966,40.89845719798904,0.15553796242787288,0.8444620375721271,14.334352163496527,40.66564783650346,0.7404714384901816,0.7522683379814207,0.7435947927853863,0.25638702572700434,1.8181487609316193e-05,0.7435947927853863,0.25640520721461363,1.0
110,100,0.2774395918327116,0.7320504006551337,G,0.3612802040836442,0.6387197959163557,14.462823006094611,41.5371769939054,0.13397479967243314,0.8660252003275668,14.46832696316896,41.53167303683103,0.7405123360349065,0.7518987578228654,0.7417220584258387,0.2582600847501761,1.7856823985285974e-05,0.7417220584258387,0.2582779415741614,1.0
110,100,0.9080714862937843,0.07474313297064339,G,0.04596425685310784,0.9540357431468922,14.508787262947719,42.49121273705229,0.4626284335146783,0.5373715664853217,14.93095539668364,42.06904460331635,0.740427545623126,0.7516767272972448,0.7454467945659249,0.2545356618822076,1.7543551867511095e-05,0.7454467945659249,0.2545532054340751,1.0
110,100,0.5550399233018649,0.6172950767790296,G,0.22248003834906754,0.7775199616509325,14.731267301296786,43.26873269870322,0.1913524616104852,0.8086475383895149,15.122307858294125,42.877692141705865,0.7403883255737773,0.7514847240917877,0.7459997706712508,0.25398298824669896,1.724108205030948e-05,0.7459997706712508,0.25400022932874927,1.0
110,100,0.029396913311667383,0.18368999419336196,G,0.4853015433441663,0.5146984566558337,15.216568844640951,43.783431155359054,0.408155002903319,0.591844997096681,15.530462861197444,43.46953713880254,0.740267775251715,0.7511716350714168,0.742079475862427,0.2579035752722996,1.694886527346994e-05,0.742079475862427,0.2579205241375731,1.0
110,100,0.7978208642427049,0.7681488074286279,G,0.10108956787864753,0.8989104321213525,15.317658412519599,44.68234158748041,0.11592559628568605,0.884074403714314,15.64638845748313,44.35361154251686,0.7402336468513948,0.7509596369748023,0.7446932815699806,0.2552900520411259,1.666638889351844e-05,0.7446932815699806,0.25530671843001945,1.0
110,100,0.15247036492867594,0.9132502816428547,G,0.42376481753566203,0.5762351824643379,15.741423230055261,45.258576769944746,0.043374859178572645,0.9566251408214274,15.689763316661702,45.31023668333829,0.7403161345433056,0.750668806152212,0.741931718659444,0.2580518881666737,1.639317388239537e-05,0.741931718659444,0.2580682813405561,1.0
110,100,0.7457859824547478,0.4697202198095318,G,0.1271070087726261,0.872892991227374,15.868530238827887,46.13146976117212,0.2651398900952341,0.7348601099047659,15.954903206756937,46.045096793243054,0.7403906334944361,0.7504588746518203,0.7440439631807892,0.25593990804709416,1.6128772116578765e-05,0.7440439631807892,0.25595603681921075,1.0
110,100,0.33486617270246455,0.9898420870613182,G,0.3325669136487677,0.6674330863512323,16.201097152476656,46.79890284752335,0.005078956469340923,0.994921043530659,15.959982163226277,47.040017836773714,0.7405867683786744,0.750220776310778,0.7428279368188337,0.25715619041724186,1.5872763924382153e-05,0.7428279368188337,0.25717206318116625,1.0
110,100,0.04194520104305366,0.1943417546296633,G,0.47902739947847317,0.5209726005215268,16.680124551955128,47.319875448044876,0.40282912268516835,0.5971708773148316,16.362811285911445,47.637188714088545,0.7407019777718731,0.7498870002358525,0.7393615013522425,0.2606228738918943,1.5624755863189637e-05,0.7393615013522425,0.2606384986477575,1.0
110,100,0.9176778294722905,0.8268691119591509,G,0.04116108526385476,0.9588389147361452,16.721285637218983,48.278714362781024,0.08656544402042454,0.9134345559795755,16.44937672993187,48.55062327006812,0.7408907864967667,0.7496707108873447,0.7427380249962465,0.2572465906250517,1.5384378701866124e-05,0.7427380249962465,0.25726197500375353,1.0
110,100,0.3723635349204101,0.352848535038775,G,0.31381823253979496,0.6861817674602051,17.035103869758778,48.96489613024123,0.3235757324806125,0.6764242675193874,16.772952462412483,49.22704753758751,0.7410392512768664,0.7494385214760722,0.7418811249866096,0.25810372372780377,1.5151285586582021e-05,0.7418811249866096,0.25811887501339037,1.0
110,101,0.2666343727128129,0.05803854827133981,G,0.36668281364359356,0.6333171863564064,0.36668281364359356,0.6333171863564064,0.4709807258643301,0.5290192741356698,0.4709807258643301,0.5290192741356698,0.7409434013776164,0.7493860253932876,0.6326845018545519,0.36631649714644715,0.0009990009990009992,0.6326845018545519,0.36731549814544817,1.0
110,101,0.5194639786562277,0.18430744122864107,G,0.24026801067188613,0.7597319893281138,0.6069508243154798,1.3930491756845202,0.40784627938567947,0.5921537206143206,0.8788270052500096,1.1211729947499904,0.7407804773450937,0.74933827341718,0.696176499592464,0.3033237502825986,0.0004997501249375313,0.696176499592464,0.30382350040753614,1.0
110,101,0.1978348706013371,0.7553605572987515,G,0.40108256469933146,0.5989174353006685,1.0080333890148112,1.9919666109851888,0.12231972135062424,0.8776802786493758,1.0011467266006338,1.9988532733993662,0.7406796707782755,0.7492227803142181,0.6637676144569107,0.33589916328384245,0.0003332222592469177,0.6637676144569107,0.3362323855430894,1.0
110,101,0.13946251764487738,0.3837007347024489,G,0.4302687411775613,0.5697312588224387,1.4383021301923726,2.5616978698076274,0.30814963264877554,0.6918503673512244,1.3092963592494093,2.6907036407505904,0.740557196648441,0.7490268355814629,0.6402644013515689,0.35948566113280994,0.0002499375156210947,0.6402644013515689,0.359735598648431,1.0
110,101,0.9676522237538946,0.5379977212197559,G,0.016173888123052704,0.9838261118769474,1.4544760183154253,3.5455239816845747,0.23100113939012207,0.7689988606098779,1.5402974986395315,3.4597025013604683,0.7404479947248642,0.7489371634358104,0.7089630037361677,0.29083703625583385,0.0001999600079984003,0.7089630037361677,0.2910369962638322,1.0
110,101,0.6649751587306356,0.04309217039412183,G,0.1675124206346822,0.8324875793653178,1.6219884389501074,4.378011561049893,0.4784539148029391,0.5215460851970609,2.0187514134424704,3.981248586557529,0.7402412566505848,0.7488853662048225,0.7295470023412586,0.27028635876522367,0.00016663889351774703,0.7295470023412586,0.2704529976587414,1.0
110,101,0.03294865663828106,0.7546803625787369,G,0.48352567168085947,0.5164743283191405,2.105514110630967,4.894485889369033,0.12265981871063153,0.8773401812893684,2.141411232153102,4.858588767846897,0.7400969511442395,0.7487300684495456,0.6991123967103318,0.30074476655205923,0.00014283673760891302,0.6991123967103318,0.3008876032896681,0.9999999999999999
110,101,0.23705649215513025,0.28909141813034134,G,0.3814717539224349,0.6185282460775652,2.486985864553402,5.513014135446598,0.35545429093482933,0.6445457090651707,2.4968655230879313,5.503134476912068,0.7399110850417732,0.7485178626586467,0.6890406368512184,0.3108343787718288,0.0001249843769528809,0.6890406368512184,0.3109593631487817,1.0
110,101,0.7964373099417649,0.7180344771809312,G,0.10178134502911756,0.8982186549708824,2.5887672095825196,6.411232790417481,0.14098276140953442,0.8590172385904655,2.6378482844974656,6.3621517155025336,0.7397794148069001,0.7483736126703886,0.7122800567067528,0.2876088445264437,0.00011109876680368848,0.7122800567067528,0.2877199432932474,1.0000000000000002
110,101,0.0015144011017608205,0.79381596131009,G,0.4992427994491196,0.5007572005508805,3.088010009031639,6.911989990968362,0.10309201934495499,0.8969079806550451,2.7409403038424207,7.259059696157578,0.7397181904238854,0.7481212975178133,0.6911298861082253,0.30877012389077485,9.999000099990002e-05,0.6911298861082253,0.30887011389177477,1.0
110,101,0.9686876542410076,0.7424594295197274,G,0.015656172879496222,0.9843438271205038,3.1036661819111355,7.896333818088865,0.12877028524013628,0.8712297147598638,2.869710589082557,8.130289410917442,0.7397152871811339,0.7479750522588731,0.7177832758920886,0.28212582328071406,9.09008271975275e-05,0.7177832758920886,0.2822167241079116,1.0000000000000002
110,101,0.28595527353661454,0.07543576488541104,G,0.35702236323169273,0.6429776367683073,3.4606885451428284,8.539311454857172,0.4622821175572945,0.5377178824427056,3.3319927066398516,8.668007293360148,0.7396241661008309,0.7477844060499393,0.7115499920720917,0.28836668153844086,8.332638946754438e-05,0.7115499920720917,0.2884500079279084,1.0
110,101,0.6901371353600385,0.48104868210573026,G,0.15493143231998074,0.8450685676800193,3.615619977462809,9.384380022537192,0.25947565894713487,0.7405243410528651,3.5914683655869863,9.408531634413013,0.7395344256469223,0.7476380909951557,0.7218198617442653,0.27810322109551644,7.691716021844474e-05,0.7218198617442653,0.2781801382557349,1.0000000000000002
110,101,0.8740855052735231,0.6420054382513224,G,0.06295724736323843,0.9370427526367615,3.6785772248260473,10.321422775173954,0.1789972808743388,0.8210027191256613,3.770465646461325,10.229534353538675,0.7394809076825362,0.7475752626278162,0.737191827381898,0.26273674914834994,7.142346975216056e-05,0.737191827381898,0.2628081726181021,1.0
110,101,0.3501329427386275,0.5613665040074035,G,0.32493352863068625,0.6750664713693137,4.003510753456734,10.996489246543268,0.21931674799629824,0.7806832520037017,3.9897823944576234,11.010217605542376,0.7394457313592003,0.7474821096064204,0.7330504130753461,0.2668829247021354,6.666222251849876e-05,0.7330504130753461,0.2669495869246539,1.0
110,101,0.883407433703205,0.5581758298124836,G,0.05829628314839752,0.9417037168516025,4.061807036605131,11.93819296339487,0.2209120850937582,0.7790879149062417,4.210694479551382,11.789305520448618,0.7394279102338068,0.7474729401175801,0.7460904295603318,0.2538470743456741,6.249609399412537e-05,0.7460904295603318,0.2539095704396682,1.0
110,101,0.16145651062047417,0.5542572903963142,G,0.4192717446897629,0.5807282553102371,4.481078781294894,12.518921218705108,0.2228713548018429,0.7771286451981572,4.4335658343532245,12.566434165646776,0.7394262857378981,0.7473933636525659,0.7363638149935361,0.26357736493705625,5.8820069407681895e-05,0.7363638149935361,0.2636361850064639,1.0
110,101,0.5166220185465452,0.6935500672119665,G,0.2416889907267274,0.7583110092732726,4.722767772021621,13.27723222797838,0.15322496639401673,0.8467750336059833,4.5867908007472415,13.413209199252758,0.7394697517563578,0.7473195398415803,0.7375830358301416,0.2623614117005511,5.55524693072607e-05,0.7375830358301416,0.2624169641698584,1.0
